,itemIds,top-10 scores
1668874,"[1627, 1746, 4144, 2622, 4405, 3207, 3170, 3714, 357, 2873]","[0.048756838, 0.043357566, 0.042884648, 0.040031165, 0.03944643, 0.037984703, 0.035912253, 0.035102215, 0.035057895, 0.034850355]"
2428874,"[3170, 474, 2882, 1627, 3225, 3310, 600, 1659, 359, 3423]","[0.06845614, 0.057059344, 0.055202033, 0.05319396, 0.046388574, 0.046126917, 0.044185326, 0.04354031, 0.04348734, 0.04289584]"
705134,"[3256, 3084, 1707, 3150, 3593, 2456, 3763, 1854, 3086, 674]","[0.052667316, 0.04323439, 0.04275939, 0.04147962, 0.040753674, 0.038782436, 0.038729005, 0.038580015, 0.037822373, 0.037814997]"
2490151,"[3570, 3210, 4284, 607, 3824, 393, 289, 3437, 3870, 2953]","[0.06311783, 0.057080116, 0.051548798, 0.05129429, 0.049583737, 0.04872511, 0.04839381, 0.048304636, 0.047638744, 0.046007022]"
1973661,"[2443, 1060, 3814, 3835, 28, 3763, 2992, 3148, 4354, 3441]","[0.061433215, 0.04877239, 0.04867081, 0.048174135, 0.047562618, 0.04537177, 0.04498547, 0.04448986, 0.04391155, 0.043637414]"
2265814,"[3314, 4496, 2554, 2302, 3282, 1659, 2803, 3649, 2662, 3954]","[0.058873743, 0.055092156, 0.05001841, 0.04773334, 0.04732561, 0.04664159, 0.04628154, 0.045382358, 0.04523521, 0.045015994]"
162503,"[270, 2913, 561, 3638, 2953, 4356, 2905, 681, 711, 1470]","[0.052644376, 0.045558497, 0.041852932, 0.041168, 0.04007413, 0.03978813, 0.03913856, 0.039087936, 0.037062038, 0.03668467]"
2046777,"[2953, 2188, 2660, 4098, 2139, 851, 3047, 3254, 3216, 2762]","[0.052967478, 0.046835277, 0.04676943, 0.046552353, 0.044534802, 0.042659026, 0.041672885, 0.041592255, 0.040251374, 0.038946137]"
2517742,"[1693, 1865, 1963, 2590, 3590, 4306, 2735, 1821, 353, 1180]","[0.058048323, 0.0535674, 0.0534124, 0.050029367, 0.049693678, 0.0480954, 0.047842894, 0.047681365, 0.047604553, 0.04425453]"
1922931,"[2132, 1289, 2899, 4492, 4115, 672, 4389, 1305, 331, 3077]","[0.055296272, 0.04545302, 0.04164513, 0.041350145, 0.041109916, 0.03953174, 0.039276842, 0.038176667, 0.037245445, 0.036563784]"
1694352,"[752, 422, 1435, 299, 676, 2698, 3907, 3153, 2866, 4472]","[0.048897456, 0.03889575, 0.038855188, 0.037964713, 0.037387934, 0.037006658, 0.03645004, 0.035171553, 0.03369773, 0.033693522]"
1942035,"[1073, 4396, 1618, 843, 2379, 273, 3348, 4302, 2314, 4227]","[0.057341475, 0.043737672, 0.04117071, 0.039375436, 0.03613521, 0.036116548, 0.035722136, 0.034834847, 0.034749772, 0.034420993]"
2102393,"[4043, 312, 3756, 2366, 2256, 3570, 2705, 3962, 1590, 1102]","[0.06147479, 0.05719534, 0.046798076, 0.046288896, 0.045262855, 0.04491417, 0.04280916, 0.042437598, 0.041936427, 0.041167695]"
709396,"[1959, 3054, 445, 345, 4282, 252, 367, 2314, 1760, 528]","[0.052951742, 0.04975992, 0.04908913, 0.047715675, 0.047289293, 0.045436382, 0.045062892, 0.04466981, 0.042126384, 0.04062851]"
1250084,"[3946, 2471, 3253, 3685, 78, 216, 4173, 3638, 1148, 1180]","[0.056637883, 0.048837166, 0.048457447, 0.04523079, 0.04365962, 0.043062832, 0.042505093, 0.042092852, 0.0405213, 0.039310604]"
1441035,"[3147, 2617, 3840, 443, 561, 1395, 862, 1525, 2675, 3282]","[0.07709112, 0.050592437, 0.046820138, 0.044370532, 0.043386307, 0.04301421, 0.04116433, 0.0410585, 0.039771833, 0.03973943]"
1936049,"[659, 1120, 3542, 645, 3816, 2016, 3120, 175, 809, 3434]","[0.062733226, 0.054441065, 0.04384412, 0.042417277, 0.04233124, 0.04220269, 0.03954595, 0.039247926, 0.037918217, 0.03716721]"
308148,"[1174, 3962, 3138, 1102, 2162, 1481, 4262, 1799, 580, 2228]","[0.0659576, 0.05562298, 0.054729454, 0.05057163, 0.04447853, 0.041736547, 0.04119472, 0.040383555, 0.03995541, 0.038645387]"
2191551,"[4266, 3743, 1618, 3923, 3579, 3860, 1668, 118, 534, 3487]","[0.06381156, 0.05536798, 0.05209788, 0.0510623, 0.048342574, 0.047693893, 0.047437765, 0.046892595, 0.046740886, 0.04610049]"
1690733,"[3313, 1180, 4474, 4472, 2690, 3582, 2974, 2342, 4490, 1094]","[0.06269457, 0.05488778, 0.050295908, 0.048378214, 0.046456028, 0.043425854, 0.042936843, 0.042666547, 0.042079043, 0.042006712]"
351076,"[133, 443, 985, 751, 4040, 4256, 1604, 3743, 3538, 3182]","[0.05387424, 0.04307552, 0.042756278, 0.042208806, 0.039728817, 0.038684145, 0.038670536, 0.038546745, 0.038418103, 0.038417302]"
2113841,"[47, 2668, 1395, 2186, 1035, 2228, 3282, 2617, 1123, 832]","[0.054939143, 0.051671255, 0.046024438, 0.0426905, 0.04188289, 0.041322283, 0.04122506, 0.039899252, 0.039876003, 0.038958814]"
2080565,"[26, 486, 4377, 2804, 3958, 3890, 1625, 1865, 425, 2572]","[0.054595962, 0.053662624, 0.051971305, 0.04875468, 0.045464385, 0.044579055, 0.04339247, 0.04250784, 0.041826267, 0.04027024]"
720800,"[1682, 2953, 299, 2152, 846, 3106, 811, 1102, 833, 3098]","[0.056620475, 0.053905893, 0.049838785, 0.04809002, 0.046674263, 0.044643667, 0.042705808, 0.04222865, 0.042011835, 0.041261673]"
576285,"[97, 1558, 3626, 3151, 3777, 425, 2727, 270, 1307, 1754]","[0.054623343, 0.053792525, 0.052987546, 0.051860943, 0.05149142, 0.0507673, 0.05066871, 0.04655028, 0.046227798, 0.04325635]"
288599,"[3226, 723, 2889, 2847, 1502, 1558, 3313, 4168, 652, 1384]","[0.061665677, 0.051028147, 0.046899293, 0.04291553, 0.04110031, 0.039259125, 0.03789826, 0.037872117, 0.037456088, 0.037359156]"
1109734,"[2775, 26, 996, 1193, 165, 2572, 118, 2195, 2651, 3689]","[0.054294392, 0.048623558, 0.048522536, 0.04139841, 0.03857443, 0.038494304, 0.03848747, 0.03840765, 0.03803261, 0.037176915]"
2380248,"[3192, 3617, 2612, 1709, 3253, 4098, 4171, 2217, 3668, 2848]","[0.050922193, 0.050209045, 0.04988226, 0.047673542, 0.04674251, 0.04561989, 0.04375989, 0.04216135, 0.042014644, 0.041561093]"
1224661,"[985, 1216, 2186, 1289, 28, 3093, 3434, 993, 994, 4157]","[0.053433523, 0.050082214, 0.049082253, 0.048246216, 0.048199747, 0.046705645, 0.04632268, 0.044592395, 0.04428255, 0.03984281]"
1145473,"[1046, 3093, 240, 2523, 717, 1336, 4411, 4302, 257, 1865]","[0.055980224, 0.052923325, 0.052906003, 0.050348796, 0.047947012, 0.04696893, 0.045710985, 0.04384337, 0.04317146, 0.043004405]"
1306193,"[3907, 1252, 133, 534, 2112, 4266, 1659, 1120, 329, 406]","[0.042348564, 0.04161488, 0.04036839, 0.03971056, 0.03820763, 0.03796182, 0.03749872, 0.037242457, 0.03711741, 0.036465574]"
62912,"[185, 3135, 1770, 808, 2668, 846, 424, 3830, 3138, 2346]","[0.042337067, 0.041478623, 0.035197753, 0.034675602, 0.033939883, 0.033528548, 0.03332327, 0.033225913, 0.03318513, 0.031964894]"
42773,"[3716, 1703, 571, 4341, 3962, 3165, 459, 730, 4012, 1375]","[0.06498973, 0.060610108, 0.054040276, 0.050945103, 0.04889675, 0.047604736, 0.046310484, 0.046097256, 0.045006454, 0.044052362]"
1087839,"[4033, 2132, 993, 3098, 571, 30, 2188, 2200, 833, 3086]","[0.04681084, 0.04100656, 0.04052899, 0.039155826, 0.039147526, 0.03869295, 0.038129184, 0.03778983, 0.03675069, 0.03475272]"
1428341,"[26, 2376, 1867, 3887, 4352, 3453, 662, 988, 3333, 4429]","[0.05777792, 0.051340953, 0.046880994, 0.046753757, 0.042223446, 0.041960537, 0.040302936, 0.04029374, 0.03973175, 0.039623708]"
1069545,"[3394, 1180, 26, 700, 2188, 942, 2533, 171, 1160, 953]","[0.054806203, 0.053809803, 0.050311517, 0.04951309, 0.049130723, 0.044856954, 0.04338456, 0.04158753, 0.041274123, 0.040225998]"
2538554,"[47, 2360, 1525, 896, 1479, 2847, 1703, 809, 3926, 3475]","[0.08175662, 0.05964208, 0.045816306, 0.04493771, 0.044051364, 0.043716446, 0.043072335, 0.0430622, 0.042659946, 0.042138077]"
978011,"[2779, 1735, 2043, 4145, 3113, 3190, 1707, 1585, 3833, 76]","[0.05342426, 0.05118044, 0.04303228, 0.04187264, 0.040494442, 0.03980898, 0.038887925, 0.038096435, 0.038075734, 0.036326278]"
1308156,"[3890, 3282, 3276, 348, 3917, 1974, 1521, 3966, 3925, 3864]","[0.06168535, 0.043950144, 0.041884817, 0.04158932, 0.0398699, 0.03926183, 0.038605783, 0.03850524, 0.03831755, 0.037223898]"
1277818,"[55, 2372, 459, 4474, 4007, 1098, 2701, 4168, 2366, 2795]","[0.04204283, 0.03758398, 0.035644647, 0.035043683, 0.03492959, 0.034369726, 0.033982698, 0.031543814, 0.031303518, 0.030885778]"
444224,"[2862, 3624, 1865, 3394, 2452, 1905, 2989, 4225, 166, 400]","[0.0581692, 0.057990406, 0.049227603, 0.04613387, 0.040803947, 0.040675327, 0.03961159, 0.038977593, 0.038384803, 0.038260132]"
2407100,"[2590, 3626, 1799, 3610, 2009, 3170, 2862, 964, 1912, 3153]","[0.05276637, 0.043900076, 0.042082474, 0.041724853, 0.041507185, 0.041456815, 0.041253615, 0.041109957, 0.040382326, 0.03985135]"
43900,"[1625, 2350, 400, 636, 1163, 3860, 3478, 615, 4306, 4478]","[0.060519066, 0.05477264, 0.05472422, 0.051778905, 0.051510293, 0.04807374, 0.046747632, 0.04621891, 0.04446616, 0.04433286]"
725196,"[4056, 1719, 2899, 2499, 3824, 3170, 1264, 2922, 1972, 4488]","[0.055502158, 0.055449173, 0.048371177, 0.04403709, 0.041222494, 0.04081857, 0.040714137, 0.040429674, 0.040117603, 0.039638974]"
2579088,"[1102, 2851, 3226, 600, 477, 2149, 425, 3728, 3078, 3523]","[0.04650193, 0.045040123, 0.04458502, 0.043587856, 0.041130673, 0.038395137, 0.038067494, 0.037164256, 0.036819804, 0.036447465]"
1746398,"[104, 3638, 2132, 289, 659, 1305, 4168, 662, 1610, 789]","[0.060538445, 0.056107935, 0.052437834, 0.051220886, 0.04790899, 0.046623245, 0.04536473, 0.044207912, 0.04411123, 0.043765888]"
468142,"[659, 175, 2660, 1482, 312, 2495, 3313, 1307, 1865, 3394]","[0.06292062, 0.05980183, 0.057752922, 0.056662064, 0.049886353, 0.0497262, 0.046991464, 0.04639437, 0.045034975, 0.043846853]"
2083596,"[482, 3624, 118, 97, 3672, 28, 2660, 3962, 2874, 483]","[0.06256427, 0.05596505, 0.055593826, 0.055180635, 0.052999385, 0.052415885, 0.052224897, 0.051295884, 0.051011875, 0.050462496]"
1423846,"[28, 1798, 1975, 2660, 3017, 1799, 3962, 2452, 4472, 1289]","[0.064746946, 0.0482724, 0.047278762, 0.045305107, 0.04363621, 0.04290207, 0.040605225, 0.040136, 0.04001336, 0.039996672]"
1583078,"[992, 2866, 28, 985, 2174, 2882, 1012, 361, 2000, 1692]","[0.05444391, 0.050429847, 0.04530284, 0.04326214, 0.04145909, 0.04083658, 0.040421475, 0.039641652, 0.0386344, 0.037673213]"
1525897,"[4227, 3942, 1021, 2533, 459, 3905, 483, 312, 1703, 2874]","[0.04566901, 0.039746765, 0.039482675, 0.03914727, 0.03792858, 0.03727791, 0.037268408, 0.036857612, 0.03649439, 0.03620529]"
718629,"[30, 191, 3763, 3487, 1532, 2823, 1466, 1969, 4262, 2519]","[0.063027605, 0.05402694, 0.052856322, 0.05191253, 0.051805586, 0.05001719, 0.0496262, 0.04739366, 0.045537405, 0.04466262]"
123091,"[2348, 1066, 1931, 1804, 3369, 533, 1659, 1728, 2574, 299]","[0.063035995, 0.051663958, 0.05058681, 0.05036131, 0.04982526, 0.04924039, 0.048611503, 0.047819767, 0.04710222, 0.04703104]"
1093724,"[47, 148, 670, 367, 2528, 3239, 2847, 1976, 425, 1193]","[0.056623984, 0.053483088, 0.051260214, 0.04986897, 0.049728334, 0.049661256, 0.049085364, 0.04861159, 0.048045143, 0.046266675]"
123392,"[2882, 436, 97, 1455, 2940, 18, 1816, 4159, 859, 1047]","[0.054563303, 0.048738305, 0.04739576, 0.047394544, 0.04737671, 0.04693529, 0.046341483, 0.045732234, 0.04381045, 0.04364241]"
1387455,"[907, 3936, 3253, 3890, 1134, 1116, 3427, 681, 216, 4147]","[0.057200886, 0.0547476, 0.049155552, 0.048800666, 0.04655598, 0.04417602, 0.043112773, 0.043085005, 0.042701278, 0.042095996]"
2435837,"[689, 3285, 270, 3148, 3282, 2329, 3769, 1638, 659, 3106]","[0.059881795, 0.055498246, 0.053126123, 0.050223023, 0.0496106, 0.049483024, 0.047283035, 0.04515636, 0.044875503, 0.044578314]"
1522922,"[295, 18, 749, 2519, 2114, 937, 4210, 3309, 78, 3210]","[0.05008035, 0.04790163, 0.04771462, 0.046883505, 0.046700012, 0.0448066, 0.044365276, 0.042347204, 0.04155683, 0.040397383]"
1249326,"[2660, 1144, 1174, 985, 1255, 2989, 501, 3782, 273, 3385]","[0.06129527, 0.054250218, 0.049909376, 0.049466368, 0.04789284, 0.04606982, 0.04475068, 0.044294193, 0.044212554, 0.04419783]"
397833,"[4237, 3058, 1140, 4490, 2316, 2967, 2235, 1692, 3151, 191]","[0.052297715, 0.042740922, 0.041191183, 0.04042398, 0.039808717, 0.03949028, 0.03896823, 0.038959287, 0.036898457, 0.036248416]"
2016552,"[2256, 2161, 3684, 2104, 3763, 3009, 3962, 4271, 705, 2727]","[0.04599255, 0.045279514, 0.036956873, 0.036610343, 0.036580443, 0.03560186, 0.032835525, 0.032109447, 0.031843025, 0.03174916]"
2083636,"[3369, 2095, 2712, 3736, 1939, 2528, 1509, 420, 443, 720]","[0.047148466, 0.04688102, 0.046662893, 0.045956478, 0.045636714, 0.044957206, 0.044811532, 0.040453997, 0.03982818, 0.039799545]"
1199198,"[133, 357, 1704, 1094, 2095, 2900, 3434, 3782, 3147, 2340]","[0.058639385, 0.05513773, 0.05286335, 0.043011393, 0.042679485, 0.04142735, 0.04062252, 0.040457983, 0.040319044, 0.03971011]"
1312075,"[1176, 2865, 2668, 1771, 178, 645, 108, 2698, 749, 1947]","[0.047060594, 0.046059668, 0.045756426, 0.042147517, 0.04024804, 0.03912674, 0.03784682, 0.0377748, 0.037536103, 0.037390593]"
2298023,"[2965, 3810, 1375, 1289, 4043, 2622, 331, 3650, 1963, 1905]","[0.043030754, 0.0419735, 0.037515953, 0.036862347, 0.03652885, 0.03585409, 0.035212718, 0.034821805, 0.034803126, 0.034739412]"
334084,"[4454, 30, 2132, 886, 3301, 166, 2874, 1821, 4438, 3254]","[0.05367219, 0.05274472, 0.049768034, 0.04974129, 0.047492437, 0.046674747, 0.04524137, 0.045217127, 0.044278976, 0.04326246]"
492810,"[2186, 2139, 3084, 2660, 3949, 1180, 2342, 2533, 4216, 4493]","[0.05307543, 0.0524573, 0.05191557, 0.049426515, 0.047770362, 0.045410156, 0.04159307, 0.041040156, 0.040928088, 0.040751327]"
1490544,"[3949, 3668, 2960, 3649, 2533, 1853, 2771, 4341, 2346, 3355]","[0.05659738, 0.053916167, 0.052391376, 0.050596014, 0.048659485, 0.048031557, 0.046209987, 0.045308623, 0.044727698, 0.04464496]"
2154428,"[2152, 3223, 3860, 2617, 1216, 1656, 2167, 3009, 3159, 3917]","[0.05026084, 0.03874586, 0.038672373, 0.03720149, 0.03697704, 0.036090966, 0.035477802, 0.035337556, 0.035248935, 0.033948462]"
1282194,"[3491, 3147, 2528, 30, 2095, 3321, 2967, 4366, 329, 2981]","[0.04469406, 0.043744583, 0.041636564, 0.041515507, 0.041195758, 0.03841137, 0.038259752, 0.03762939, 0.03750786, 0.03695646]"
2008076,"[3942, 30, 2478, 3128, 2874, 4127, 1066, 937, 3253, 1682]","[0.04088131, 0.03904911, 0.035625577, 0.035106104, 0.034524642, 0.033312507, 0.033125956, 0.032751404, 0.032490637, 0.032487843]"
337915,"[4438, 3254, 3954, 3765, 2578, 670, 2316, 3650, 1102, 4078]","[0.04825233, 0.04070284, 0.04056659, 0.040191974, 0.039636377, 0.03803711, 0.036924023, 0.036072876, 0.035247132, 0.03471207]"
1449509,"[1866, 4380, 4138, 4441, 2109, 2577, 4161, 4225, 638, 862]","[0.04592924, 0.045510266, 0.043991797, 0.043247953, 0.040160064, 0.039067224, 0.038901906, 0.038054276, 0.036641054, 0.036484197]"
568254,"[4078, 4341, 4255, 2366, 3835, 1140, 191, 2360, 4330, 2899]","[0.0473852, 0.04318852, 0.04310483, 0.04228067, 0.042214904, 0.041936718, 0.040359724, 0.03866299, 0.037822664, 0.03604094]"
1889913,"[16, 3190, 2009, 1126, 1467, 2400, 2603, 4387, 242, 1558]","[0.05644773, 0.050753225, 0.04917884, 0.048094362, 0.047405384, 0.04490953, 0.04236663, 0.042062037, 0.04166531, 0.040255636]"
2555070,"[659, 358, 886, 4411, 2852, 4054, 4225, 1821, 2188, 165]","[0.05979899, 0.053394523, 0.052192133, 0.05182581, 0.05125158, 0.05008049, 0.048148036, 0.04808832, 0.04739298, 0.047365528]"
208377,"[4135, 2139, 2350, 2533, 1561, 2913, 2638, 1307, 241, 459]","[0.046251446, 0.044716828, 0.043245833, 0.04164211, 0.041162062, 0.041113198, 0.040699515, 0.03995837, 0.03827601, 0.03752893]"
379348,"[2519, 3282, 3825, 2137, 700, 4315, 348, 3253, 1021, 659]","[0.045962475, 0.043600768, 0.040686477, 0.037208956, 0.036330607, 0.035825707, 0.035484664, 0.034464426, 0.034113843, 0.033359516]"
950888,"[290, 3782, 4315, 575, 2342, 1833, 2256, 3624, 1963, 213]","[0.049800288, 0.047652017, 0.04492886, 0.044252504, 0.044056315, 0.043432448, 0.043366604, 0.04283664, 0.041296564, 0.041231453]"
2529068,"[3269, 1080, 1844, 2132, 1046, 3282, 2395, 3394, 833, 3758]","[0.065762095, 0.05023703, 0.047201447, 0.046219714, 0.045131788, 0.04447073, 0.044101007, 0.043336507, 0.039771892, 0.039546624]"
117949,"[2136, 2016, 1509, 1867, 2391, 986, 686, 1843, 4173, 1939]","[0.064070284, 0.0537885, 0.052591022, 0.049525917, 0.04771077, 0.046865724, 0.044100046, 0.042722393, 0.0418851, 0.04079886]"
328741,"[1561, 1558, 1810, 788, 615, 331, 1066, 1467, 971, 385]","[0.054212335, 0.05386915, 0.05131792, 0.049415026, 0.048469927, 0.04442591, 0.04419765, 0.043798365, 0.03886563, 0.0386516]"
330423,"[3326, 561, 4478, 3608, 3098, 3505, 2493, 2699, 270, 1865]","[0.059110187, 0.052068118, 0.050006475, 0.044881694, 0.04187718, 0.041049313, 0.040741604, 0.03926712, 0.038506042, 0.03657045]"
749793,"[1682, 1102, 1120, 896, 722, 3368, 30, 408, 4330, 3086]","[0.059431892, 0.057848446, 0.05072082, 0.048654083, 0.04566588, 0.041098334, 0.041082937, 0.04084818, 0.040835366, 0.039158743]"
2447802,"[3487, 1618, 2866, 2047, 3668, 3510, 1905, 3684, 985, 2452]","[0.054991573, 0.048904765, 0.043495573, 0.043461736, 0.042782933, 0.042622186, 0.041918807, 0.0401003, 0.03947228, 0.039261263]"
2535579,"[4043, 4302, 3962, 798, 993, 4306, 3684, 2470, 1905, 3427]","[0.07389145, 0.06607698, 0.058273457, 0.057287723, 0.049060185, 0.048889335, 0.04850687, 0.047792554, 0.047725208, 0.047608603]"
124543,"[3078, 1035, 2539, 4432, 600, 723, 4227, 2314, 3640, 575]","[0.05465557, 0.051957104, 0.051720608, 0.051033907, 0.04993009, 0.049151227, 0.047930904, 0.047164723, 0.04626343, 0.046018876]"
137158,"[3480, 3926, 1798, 191, 316, 3686, 1021, 1359, 1955, 607]","[0.053862583, 0.051565945, 0.04890855, 0.048305247, 0.047201596, 0.04551407, 0.045433313, 0.0422601, 0.041695964, 0.041272666]"
1086688,"[2601, 3890, 2217, 1262, 4255, 2734, 4173, 2104, 752, 4043]","[0.050139442, 0.05001702, 0.047164418, 0.045102276, 0.041868895, 0.0405457, 0.039791856, 0.038748514, 0.038233113, 0.038011488]"
286326,"[2771, 3106, 171, 2316, 1638, 1703, 3605, 2475, 1073, 2057]","[0.05452476, 0.04594992, 0.04345437, 0.043018244, 0.042464886, 0.03917823, 0.03870974, 0.038628448, 0.03707723, 0.035680573]"
2322874,"[2132, 3975, 3590, 143, 191, 2874, 986, 3710, 1798, 2366]","[0.056316733, 0.04738625, 0.044335708, 0.042662997, 0.042385954, 0.040170036, 0.039091855, 0.038097948, 0.037398715, 0.036468085]"
1333975,"[166, 2580, 3710, 3047, 1854, 1983, 2139, 2209, 3685, 1180]","[0.052629597, 0.0512116, 0.04913191, 0.045046438, 0.04173106, 0.04147963, 0.04033202, 0.04009846, 0.039309364, 0.039264426]"
1479214,"[1094, 2989, 3385, 3371, 2342, 1646, 1174, 3320, 2876, 1470]","[0.049813457, 0.04293528, 0.04236781, 0.04231871, 0.040728357, 0.037182666, 0.0363081, 0.036012225, 0.035743535, 0.035450872]"
1748002,"[26, 17, 2953, 3161, 1134, 2916, 3975, 3253, 1100, 731]","[0.050876446, 0.049388856, 0.04919491, 0.045737896, 0.04307146, 0.03667163, 0.03511405, 0.034707863, 0.034147188, 0.033563484]"
1584475,"[3478, 3777, 3650, 749, 1336, 1359, 1193, 2953, 1282, 1709]","[0.04846716, 0.04821524, 0.045510057, 0.045317587, 0.04464214, 0.04460196, 0.04328967, 0.042335924, 0.040873222, 0.040802315]"
1323425,"[3170, 416, 83, 4331, 3310, 3487, 4402, 3147, 2578, 443]","[0.06037185, 0.05702941, 0.05326511, 0.051668625, 0.05043239, 0.047039423, 0.046958834, 0.04644094, 0.046090703, 0.045121495]"
1978846,"[3239, 4369, 290, 818, 3626, 1744, 3113, 3938, 208, 1307]","[0.046961658, 0.045526277, 0.042334035, 0.040495098, 0.039935675, 0.03733965, 0.036706675, 0.03662835, 0.03572966, 0.035555165]"
506348,"[1060, 2366, 1692, 1373, 3190, 3610, 3626, 2798, 2495, 2256]","[0.06407413, 0.054039665, 0.04920942, 0.043688767, 0.04344139, 0.042807985, 0.04269554, 0.04254277, 0.042301003, 0.0418345]"
919718,"[3579, 1959, 1075, 2001, 528, 209, 846, 3923, 3886, 563]","[0.06451523, 0.059027705, 0.058000624, 0.056652974, 0.054968424, 0.049674395, 0.04886904, 0.047115043, 0.0466904, 0.044591825]"
1275411,"[3954, 4485, 4266, 4306, 571, 2551, 248, 2173, 3532, 1615]","[0.05564271, 0.05233983, 0.0506215, 0.05029993, 0.048579182, 0.04786857, 0.04778514, 0.044866577, 0.040600453, 0.039528728]"
2499868,"[1810, 2372, 2114, 3301, 1803, 3276, 118, 3506, 152, 1638]","[0.07726132, 0.050706793, 0.047844186, 0.0472591, 0.047103267, 0.04677871, 0.044987813, 0.04271632, 0.041703757, 0.04155362]"
854490,"[3936, 2440, 1972, 900, 416, 4149, 2771, 1495, 3864, 3765]","[0.05251114, 0.047003824, 0.045082945, 0.04382129, 0.043811917, 0.04298535, 0.039884865, 0.039576378, 0.03903396, 0.03831932]"
932311,"[3475, 2882, 2734, 516, 2521, 26, 3084, 180, 4161, 1421]","[0.064957164, 0.047719747, 0.041888256, 0.040960073, 0.039495036, 0.039106194, 0.037948664, 0.03726123, 0.036664747, 0.035579823]"
590970,"[1055, 2391, 2913, 494, 985, 1123, 3798, 720, 2443, 2375]","[0.060632106, 0.05918536, 0.056199547, 0.05525169, 0.05343915, 0.050913714, 0.050570488, 0.048762694, 0.04833291, 0.04688796]"
2332199,"[216, 2047, 2457, 907, 1585, 2861, 1264, 798, 2872, 2443]","[0.04387649, 0.041830372, 0.03965345, 0.03868049, 0.03844869, 0.038376614, 0.037401937, 0.03717556, 0.03628615, 0.036242176]"
1690009,"[4356, 1289, 2132, 833, 3350, 1373, 1428, 2743, 2443, 3605]","[0.052628003, 0.051815886, 0.049408525, 0.04497612, 0.043401413, 0.042411115, 0.042262044, 0.042235646, 0.041570194, 0.04120912]"
347917,"[1962, 1336, 2149, 607, 1703, 3095, 524, 717, 1865, 2900]","[0.05406541, 0.051850628, 0.05116189, 0.05011005, 0.047511198, 0.0473059, 0.046681296, 0.044881407, 0.04460942, 0.044390503]"
1939126,"[3905, 2660, 4043, 2200, 4315, 1974, 1482, 30, 829, 232]","[0.060395453, 0.06031475, 0.050593358, 0.0433201, 0.04310004, 0.042637367, 0.041578956, 0.041367017, 0.041248772, 0.04025233]"
975715,"[2149, 1585, 3190, 3224, 1963, 1441, 2181, 2775, 3962, 1110]","[0.055797044, 0.05081937, 0.05055433, 0.04853958, 0.04572122, 0.044787366, 0.04320823, 0.04252093, 0.041757938, 0.041184172]"
1862911,"[3285, 937, 2771, 1810, 1666, 3590, 2443, 599, 2960, 1144]","[0.051588826, 0.051384967, 0.04886757, 0.046944525, 0.04686814, 0.04565346, 0.04561864, 0.04529115, 0.043977927, 0.0434727]"
2396659,"[971, 4161, 252, 2132, 1599, 788, 331, 345, 3570, 424]","[0.04036838, 0.037022874, 0.0364744, 0.03631471, 0.036224764, 0.03568166, 0.035439126, 0.035248354, 0.035197005, 0.035070408]"
1487817,"[3617, 638, 1180, 2395, 3756, 2112, 3962, 78, 646, 2660]","[0.05866992, 0.055442467, 0.050394874, 0.049863726, 0.048449643, 0.04540847, 0.04460371, 0.04340277, 0.043205805, 0.042937078]"
2357176,"[2554, 2905, 4396, 240, 55, 1595, 3232, 3835, 2040, 3216]","[0.048199743, 0.044341344, 0.043114334, 0.038041614, 0.036607552, 0.036320273, 0.036107898, 0.034644026, 0.034394562, 0.032859843]"
1373312,"[985, 2186, 1144, 859, 1865, 4345, 3282, 2171, 3084, 2660]","[0.057722848, 0.052704748, 0.0473861, 0.045039278, 0.044861425, 0.044515647, 0.043269344, 0.04256644, 0.042531908, 0.0421502]"
923292,"[3638, 2660, 2095, 3151, 2981, 1307, 1140, 2913, 197, 1810]","[0.06230379, 0.05954276, 0.05790494, 0.051715, 0.051163252, 0.05093046, 0.049011674, 0.048191667, 0.046751235, 0.046501424]"
1154922,"[1625, 1110, 4386, 535, 636, 359, 2660, 2866, 985, 2471]","[0.05175931, 0.05136903, 0.049889915, 0.04933781, 0.04900168, 0.045091912, 0.0448018, 0.0444141, 0.043221377, 0.04208962]"
1119336,"[30, 18, 1435, 829, 3021, 3496, 1329, 378, 720, 1428]","[0.052448634, 0.049813263, 0.04473037, 0.04294085, 0.04108917, 0.040593524, 0.040483374, 0.04029479, 0.039482474, 0.03932028]"
294741,"[2967, 2539, 4144, 2945, 1780, 2423, 2617, 473, 3170, 2572]","[0.05590336, 0.053057857, 0.05263808, 0.05122557, 0.05059549, 0.049875163, 0.04716062, 0.045477808, 0.043330155, 0.042683557]"
76048,"[4271, 2743, 1912, 3321, 4454, 2872, 2228, 754, 2326, 964]","[0.041018225, 0.039854266, 0.038902517, 0.038286716, 0.038103715, 0.037500992, 0.03721087, 0.03691809, 0.03591466, 0.03544545]"
1845469,"[4098, 1972, 28, 1096, 3242, 1299, 2356, 4496, 2132, 1719]","[0.04841187, 0.04609288, 0.045645412, 0.04404114, 0.043962367, 0.04299714, 0.042944744, 0.04257823, 0.041406095, 0.041159347]"
2521181,"[2965, 2372, 1865, 2287, 2727, 1102, 798, 422, 3159, 232]","[0.04618446, 0.044940304, 0.042487837, 0.04123277, 0.03704433, 0.036897674, 0.036484532, 0.03647417, 0.036052037, 0.035669446]"
