movieId,title,genres,tag,imdbId,tmdbId,tmdb_title,tmdb_overview,tmdb_release_date,tmdb_vote_average
69904,Open Water 2: Adrift (2006),Drama|Thriller,,470055,9592.0,Open Water 2: Adrift,A weekend cruise on a luxurious party yacht goes horribly wrong for a group of old high-school friends when they get stuck in the water many miles from shore and a happy reunion turns into a fight for survival.,2006-07-10,5.482
69951,"Imaginarium of Doctor Parnassus, The (2009)",Drama|Fantasy,,1054606,8054.0,The Imaginarium of Doctor Parnassus,A travelling theatre company has more to it than meets the eye. It is an imaginary world commanded by the mind of Doctor Parnassus and the audience is in for more than just a show.,2009-10-01,6.384
69953,9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008),Documentary,,1278293,19929.0,9to5: Days in Porn,"9to5 - Days in Porn focuses on the people behind a controversial and multi-billion dollar industry ""The Adult Entertainment industry"". It depicts their stories, each one different, unadorned and authentic, without glorification or prejudice. It delivers deep insight into their personal lives - from glamorous to grotesque - strange, fascinating, offensive, absurd and sometimes funny moments all at once.",2008-08-24,5.7
69988,Humpday (2009),Comedy,,1334537,23720.0,Humpday,"Imagine your life is somewhat complete with a house, job, and wife but then your best friend from college comes knocking at your door at 2 AM. During a pot-induced hedonistic party, a plan is hatched between the two friends to create an Art Film of “two really straight men having sex.” If they only knew how much this would affect all of their lives.",2009-09-16,5.367
70015,Polytechnique (2009),Crime|Drama,,1194238,22302.0,Polytechnique,A dramatization of the Montreal Massacre of 1989 where several female engineering students were murdered by an unstable misogynist.,2009-02-06,7.166
70159,Orphan (2009),Drama|Horror|Mystery|Thriller,,1148204,21208.0,Orphan,"After losing their baby, a married couple adopt 9-year old Esther, who may not be as innocent as she seems.",2009-07-24,6.999
70183,"Ugly Truth, The (2009)",Comedy|Drama|Romance,,1142988,20943.0,The Ugly Truth,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",2009-07-24,6.493
70206,"Collector, The (2009)",Crime|Horror|Thriller,,844479,21407.0,The Collector,"Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps.",2009-07-09,6.55
70208,"Perfect Getaway, A (2009)",Horror|Thriller,,971209,12403.0,A Perfect Getaway,"For their honeymoon, newlyweds Cliff and Cydney head to the tropical islands of Hawaii. While journeying through the paradisaical countryside the couple encounters Kale and Cleo, two disgruntled hitchhikers and Nick and Gina, two wild but well-meaning spirits who help guide them through the lush jungles. The picturesque waterfalls and scenic mountainsides quickly give way to terror when Cliff and Cydney learn of a grisly murder that occurred nearby and realize that they're being followed by chance acquaintances that suspiciously fit the description of the killers.",2009-06-08,6.313
70286,District 9 (2009),Mystery|Sci-Fi|Thriller,intelligent sci-fi,1136608,17654.0,District 9,"Thirty years ago, aliens arrive on Earth. Not to conquer or give aid, but to find refuge from their dying planet. Separated from humans in a South African area called District 9, the aliens are managed by Multi-National United, which is unconcerned with the aliens' welfare but will do anything to master their advanced technology. When a company field agent contracts a mysterious virus that begins to alter his DNA, there is only one place he can hide: District 9.",2009-08-05,7.423
70293,Julie & Julia (2009),Comedy|Drama|Romance,,1135503,24803.0,Julie & Julia,"Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible.",2009-08-06,6.694
70301,Obsessed (2009),Crime|Drama|Thriller,,1198138,17335.0,Obsessed,"Things couldn't be better for Derek Charles. He's just received a big promotion at work, and has a wonderful marriage with his beautiful wife, Sharon. However, into this idyllic world steps Lisa, a temporary worker at Derek's office. Lisa begins to stalk Derek, jeopardizing all he holds dear.",2009-02-26,5.747
70305,Race to Witch Mountain (2009),Adventure|Children|Fantasy|Sci-Fi|Thriller,,1075417,13836.0,Race to Witch Mountain,"A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.",2009-03-12,5.813
70334,Hannah Montana: The Movie (2009),Comedy|Drama|Musical|Romance,,1114677,18126.0,Hannah Montana: The Movie,"When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet niblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana.",2009-04-10,6.603
70336,G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller,,1046173,14869.0,G.I. Joe: The Rise of Cobra,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",2009-08-03,5.762
70361,12 Rounds (2009),Action|Thriller,,1160368,17134.0,12 Rounds,"When New Orleans Police Detective Danny Fisher stops a brilliant thief from getting away with a multimillion-dollar heist, the thief's girlfriend is accidentally killed. After escaping from prison, the criminal mastermind enacts his revenge, taunting Danny with 12 rounds of near-impossible puzzles and tasks that he must somehow complete to save the life of the woman he loves.",2009-03-19,5.887
70451,Max Manus (2008),Action|Drama|War,,1029235,13752.0,Max Manus: Man of War,"Max Manus is a Norwegian 2008 biographic war film based on the real events of the life of resistance fighter Max Manus (1914–96), after his contribution in the Winter War against the Soviet Union. The story follows Manus through the outbreak of World War II in Norway until peacetime in 1945.",2008-12-18,7.095
70492,Winds of the Wasteland (1936),Western,,28510,40743.0,Winds of the Wasteland,The arrival of the telegraph put Pony Express riders like John Blair and his pal Smoky out of work. A race will decide whether they or stageline owner Drake get the government mail contract.,1936-07-06,5.3
70521,Lost in Austen (2008),Drama|Fantasy|Romance|Sci-Fi,,1117666,19422.0,,,,
70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi,,923811,15137.0,Evangelion: 1.0 You Are (Not) Alone,"After the Second Impact, Tokyo-3 is being attacked by giant monsters called Angels that seek to eradicate humankind. The child Shinji's objective is to fight the Angels by piloting one of the mysterious Evangelion mecha units. A remake of the first six episodes of GAINAX's famous 1996 anime series. The film was retitled ""Evangelion: 1.01"" for its home video version and ""Evangelion: 1.11"" for a release with additional scenes.",2007-09-01,7.6
70545,"Deal, The (2008)",Comedy,,848281,11115.0,Deal,"As an ex-gambler teaches a hot-shot college kid some things about playing cards, he finds himself pulled into the world series of poker, where his protégé is his toughest competition.",2008-01-29,5.403
70565,"Goods: Live Hard, Sell Hard, The (2009)",Comedy,,1092633,19905.0,"The Goods: Live Hard, Sell Hard","Don Ready is many things, but he is best-known as an extraordinary salesman. When a car dealership in Temecula teeters on the brink of bankruptcy, he and his ragtag team dive in to save the day. But what Ready doesn't count on is falling in love and finding his soul.",2009-05-29,5.382
70599,"Time Traveler's Wife, The (2009)",Drama|Romance|Sci-Fi,,452694,24420.0,The Time Traveler's Wife,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.",2009-08-14,6.9
70637,I Can't Think Straight (2007),Drama|Romance,,830570,31216.0,I Can't Think Straight,"Tala, a London-based Palestinian, is preparing for her elaborate Middle Eastern wedding when she meets Leyla, a young British Indian woman who is dating her best friend. Spirited Christian Tala and shy Muslim Leyla could not be more different from each other, but the attraction is immediate and goes deeper than friendship. But Tala is not ready to accept the implications of the choice her heart has made for her and escapes back to Jordan, while Leyla tries to move on with her new-found life, to the shock of her tradition-loving parents. As Tala's wedding day approaches, simmering tensions come to boiling point and the pressure mounts for Tala to be true to herself.",2008-06-01,7.594
70641,Miss March (2009),Comedy,,1151922,19556.0,Miss March,A young man awakens from a four-year coma to hear that his once virginal high-school sweetheart has since become a centerfold in one of the world's most famous men's magazines. He and his sex-crazed best friend decide to take a cross-country road trip in order to crash a party at the magazine's legendary mansion headquarters and win back the girl.,2009-03-13,5.5
70663,"I Love You, Beth Cooper (2009)",Comedy|Romance,,1032815,19840.0,"I Love You, Beth Cooper","A valedictorian's declaration of love for a high-school cheerleader launches a night of revelry, reflection and romance for a group of graduating seniors.",2009-07-10,5.941
70687,Paper Heart (2009),Comedy|Documentary|Drama|Romance,,1331064,25183.0,Paper Heart,"Paper Heart follows Nick and Charlyne on a cross-country journey to document what exactly ""love"" is. Interviewing ministers, happily married couples, chemists, romance novelists, divorce lawyers, a group of children and more, the determined young girl attempts to find definition and perhaps even experience the mysterious emotion.",2009-08-07,5.823
70697,G-Force (2009),Action|Adventure|Children|Fantasy,,436339,19585.0,G-Force,"A team of trained secret agent animals, guinea pigs Darwin, Hurley, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?",2009-07-24,5.4
70703,Christopher Columbus: The Discovery (1992),Adventure,,103962,41682.0,Christopher Columbus: The Discovery,"Genoan navigator Christopher Columbus has a dream to find an alternative route to sail to the Indies, by traveling west instead of east, across the unchartered Ocean sea. After failing to find backing from the Portugese, he goes to the Spanish court to ask Queen Isabella and King Ferdinand for help. After surviving a grilling from the Head of the Spanish Inquisition Tomas de Torquemada, he eventually gets the blessing from Queen Isabella and sets sail in three ships to travel into the unknown. Along the way he must deal with sabotage from Portugese spies and mutiny from a rebellious crew.",1992-08-20,4.9
70708,Tetro (2009),Drama|Mystery,,964185,11928.0,Tetro,"Bennie travels to Buenos Aires to find his long-missing older brother, a once-promising writer who is now a remnant of his former self. Bennie's discovery of his brother's near-finished play might hold the answer to understanding their shared past and renewing their bond.",2009-06-11,6.739
70728,Bronson (2009),Action|Comedy|Drama|Thriller,,1172570,18533.0,Bronson,"A young man who was sentenced to 7 years in prison for robbing a post office ends up spending 30 years in solitary confinement. During this time, his own personality is supplanted by his alter ego, Charles Bronson.",2008-10-09,6.994
70862,It Might Get Loud (2008),Documentary,,1229360,22492.0,It Might Get Loud,"A documentary on the electric guitar from the point of view of three significant rock musicians: the Edge, Jimmy Page and Jack White.",2008-09-05,7.141
70932,My Life in Ruins (2009),Comedy,,865559,23049.0,My Life in Ruins,"A Greek tour guide named Georgia attempts to recapture her kefi (Greek for mojo) by guiding a ragtag group of tourists around Greece and showing them the beauty of her native land. Along the way, she manages to open their eyes to the wonders of an exotic foreign land while beginning to see the world through a new set of eyes in the process.",2009-06-05,6.131
70946,Troll 2 (1990),Fantasy|Horror,,105643,26914.0,Troll 2,"When young Joshua learns that he will be going on vacation with his family to a small town called Nilbog, he protests adamantly. He is warned by the spirit of his deceased grandfather that goblins populate the town. His parents, Michael and Diana, dismiss his apprehensions, but soon learn to appreciate their son's warnings. Guided by his grandfather's ghost, will Joshua and his family stand a chance in fighting off these evil beings?",1990-10-12,3.897
70984,Taking Woodstock (2009),Comedy,,1127896,26320.0,Taking Woodstock,"The story of Elliot Tiber and his family, who inadvertently played a pivotal role in making the famed Woodstock Music and Arts Festival into the happening that it was. When Elliot hears that a neighboring town has pulled the permit on a hippie music festival, he calls the producers thinking he could drum up some much-needed business for his parents' run-down motel. Three weeks later, half a million people are on their way to his neighbor’s farm in White Lake, New York, and Elliot finds himself swept up in a generation-defining experience that would change his life–and American culture–forever.",2009-08-26,6.211
70990,If These Walls Could Talk (1996),Drama,,116607,35203.0,If These Walls Could Talk,"A powerful, intimate portrait of three women living in the same house during different eras who all face unplanned pregnancies. The vignettes follow a recently widowed nurse struggling to take control of her life in the early 50s, a mother of four balancing raising a family and maintaining a career in the 70s, and a student making a difficult decision with the help of one woman that will change the course of both their lives in the 90s.",1996-09-11,6.524
70994,Halloween II (2009),Horror|Thriller,,1311067,24150.0,Halloween II,"Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois. Meanwhile, Michael prepares for another reunion with his sister.",2009-08-28,5.341
71033,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime|Drama|Mystery|Romance|Thriller,,1305806,25376.0,The Secret in Their Eyes,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,2009-08-13,7.986
71057,9 (2009),Adventure|Animation|Sci-Fi,,472033,12244.0,9,"When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.",2009-08-19,6.906
71106,Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi,,910554,22494.0,Frequently Asked Questions About Time Travel,Follows three social outcasts -- two geeks and a cynic -- as they attempt to navigate a time-travel conundrum in the middle of a British pub. Faris plays a girl from the future who sets the adventure in motion.,2009-04-24,6.882
71108,"White Ribbon, The (Das weiße Band) (2009)",Drama|Mystery,,1149362,37903.0,The White Ribbon,An aged tailor recalls his life as the schoolteacher of a small village in Northern Germany that was struck by a series of strange events in the year leading up to WWI.,2009-09-24,7.5
71129,Green Lantern: First Flight (2009),Action|Adventure|Animation|Fantasy|Sci-Fi,,1384590,17445.0,Green Lantern: First Flight,"Test pilot Hal Jordan finds himself recruited as the newest member of the intergalactic police force, The Green Lantern Corps.",2009-07-28,6.92
71131,"Most Hated Family in America, The (2007)",Documentary,,1000764,63581.0,Louis Theroux: The Most Hated Family in America,"Louis meets the Phelps family — the people at the heart of the controversial Westboro Baptist Church. The Phelps have rabid anti-homosexual beliefs, and often campaign at the funerals of American soldiers. They believe that every tragedy in the world is God's punishment for homosexuality.",2007-04-24,7.359
71135,Pandorum (2009),Horror|Sci-Fi|Thriller,,1188729,19898.0,Pandorum,"Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined.",2009-09-08,6.556
71147,Death of a Cyclist (Muerte de un ciclista) (1955),Drama,,48394,72083.0,Death of a Cyclist,A couple having an affair strike a bicyclist with their car and do not offer aid out of fear of their relationship being exposed.,1955-09-07,7.144
71156,"Men Who Stare at Goats, The (2009)",Action|Comedy|Drama,,1234548,10313.0,The Men Who Stare at Goats,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",2009-10-17,5.967
71160,"Hunt For Gollum, The (2009)",Action|Adventure|Fantasy,,1323925,17632.0,,,,
71205,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,,1131734,19994.0,Jennifer's Body,"Jennifer, a gorgeous, seductive cheerleader takes evil to a whole new level after she's possessed by a sinister demon. Now it's up to her best friend to stop Jennifer's reign of terror before it's too late.",2009-09-18,5.912
71211,"Informant!, The (2009)",Comedy|Crime|Drama|Thriller,,1130080,11323.0,The Informant!,"A rising star at agri-industry giant Archer Daniels Midland (ADM), Mark Whitacre suddenly turns whistleblower. Even as he exposes his company’s multi-national price-fixing conspiracy to the FBI, Whitacre envisions himself being hailed as a hero of the common man and handed a promotion.",2009-09-18,6.116
71248,Extract (2009),Comedy,,1225822,12569.0,Extract,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to get Suzie to cheat on him, thereby clearing the way for Joel to have an affair with Cindy, an employee. But what Joel doesn't know is that Cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin Joel forever.",2009-09-03,5.811
71252,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",Horror|Thriller,,1144884,19912.0,The Final Destination,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",2009-08-26,5.585
71254,Gamer (2009),Action|Sci-Fi|Thriller,,1034032,18501.0,Gamer,"Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon controls Kable, the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind.",2009-09-03,5.716
71264,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,,844471,22794.0,Cloudy with a Chance of Meatballs,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",2009-09-17,6.609
71268,Tyler Perry's I Can Do Bad All by Myself (2009),Comedy|Drama,,1385912,26367.0,I Can Do Bad All By Myself,"When Madea catches sixteen-year-old Jennifer and her two younger brothers looting her home, she decides to take matters into her own hands and delivers the young delinquents to the only relative they have: their aunt April. A heavy-drinking nightclub singer who lives off of Raymond, her married boyfriend, April wants nothing to do with the kids.",2009-09-11,6.37
71282,"Food, Inc. (2008)",Documentary,,1286537,18570.0,"Food, Inc.","Documentary filmmaker Robert Kenner examines how mammoth corporations have taken over all aspects of the food chain in the United States, from the farms where our food is grown to the chain restaurants and supermarkets where it's sold. Narrated by author and activist Eric Schlosser, the film features interviews with average Americans about their dietary habits, commentary from food experts like Michael Pollan and unsettling footage shot inside large-scale animal processing plants.",2008-09-07,7.298
71302,Attack of the 50 Foot Woman (1958),Comedy|Sci-Fi,,51380,18724.0,Attack of the 50 Foot Woman,"When an abused wife grows to giant size because of an alien encounter and an aborted murder attempt, she goes after her cheating husband with revenge on her mind.",1958-05-18,4.831
71304,Thirst (Bakjwi) (2009),Drama|Horror,,762073,22536.0,Thirst,"A respected priest volunteers for an experimental procedure that may lead to a cure for a deadly virus. He gets infected and dies, but a blood transfusion of unknown origin brings him back to life. Now, he’s torn between faith and bloodlust, and has a newfound desire for the wife of a childhood friend.",2009-04-30,7.074
71327,Bright Star (2009),Drama|Romance,,810784,29963.0,Bright Star,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.",2009-11-05,6.603
71341,Blood Creek (a.k.a. Town Creek) (2009),Horror,,450336,30685.0,Blood Creek,A man and his brother on a mission of revenge become trapped in a harrowing occult experiment dating back to the Third Reich.,2009-10-09,5.283
71379,Paranormal Activity (2009),Horror|Thriller,,1179904,23827.0,Paranormal Activity,"After a young, middle-class couple moves into what seems like a typical suburban house, they become increasingly disturbed by a presence that may or may not be demonic but is certainly the most active in the middle of the night.  Followed by five terrifying installments in the franchise, this is the original found-footage shocker that started it all.",2007-09-14,5.99
71429,World's Greatest Dad (2009),Comedy|Drama,,1262981,20178.0,World's Greatest Dad,"In the wake of a freak accident, Lance suffers the worst tragedy and the greatest opportunity of his life. He is suddenly faced with the possibility of fame, fortune and popularity, if he can only live with the knowledge of how he got there.",2009-08-20,6.576
71438,Still Walking (Aruitemo aruitemo) (2008),Drama,,1087578,25050.0,Still Walking,"Twelve years after their beloved eldest son, Junpei, drowned while saving a stranger's life, Kyohei and Toshiko welcome their surviving children home for a family reunion. Younger son Ryota still feels that his parents resent that he isn't the one who died; his new wife, Yukari, is awkwardly meeting the rest of the family for the first time. Daughter Chinami strains to fill the uncomfortable pauses with forced cheer.",2008-06-28,7.7
71453,"Blood of the Beasts (Sang des bêtes, Le) (1949)",Documentary|Drama,,41842,91262.0,Blood of the Beasts,"An early example of ultra-realism, this movie contrasts the quiet, bucolic life in the outskirts of Paris with the harsh, gory conditions inside the nearby slaughterhouses. Describes the fate of the animals and that of the workers in graphic detail.",1949-01-01,7.507
71462,"Cove, The (2009)",Documentary,,1313104,23128.0,The Cove,"The Cove tells the amazing true story of how an elite team of individuals, films makers and free divers embarked on a covert mission to penetrate the hidden cove in Japan, shining light on a dark and deadly secret. The shocking discoveries were only the tip of the iceberg.",2009-07-31,7.934
71464,"Serious Man, A (2009)",Comedy|Drama,,1019452,12573.0,A Serious Man,"It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",2009-09-30,6.761
71466,City Island (2009),Comedy|Drama,,1174730,28053.0,City Island,"The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con brought home by Vince, the patriarch of the family, who is a corrections officer in real life, and a hopeful actor in private.",2009-03-06,6.951
71468,Ink (2009),Action|Fantasy|Sci-Fi,,1071804,24869.0,Ink,"Invisible forces exert power over us in our sleep. A mercenary named Ink, on a literal nightmare mission, captures the spirit of 8-year-old Emma in the dream world. To save her, the dream-givers marshal all their resources, focusing on saving the soul of Emma's tragically broken father.",2009-01-23,6.356
71484,Metropia (2009),Animation|Sci-Fi,,985058,36800.0,Metropia,"In the near future, oil reserves are nearly depleted and Europe is connected by series of underground tunnels. While navigating these tunnels, Roger hears voices, one in particular. Seeking a way to rid himself of the voice only leads Roger deeper into a bizarre conspiracy of control - mind and body.",2009-10-21,6.063
71494,"Haunted World of El Superbeasto, The (2009)",Action|Animation|Comedy|Horror|Thriller,Narrative pisstake,419724,23127.0,The Haunted World of El Superbeasto,"The Haunted World of El Superbeasto is an animated comedy that also combines elements of a horror and thriller film. It is based upon the comic book series created by Rob Zombie that follows the character of El Superbeasto and his sexy sidekick sister, Suzi-X, voiced by Sheri Moon, as they confront an evil villain by the name of Dr. Satan.",2009-09-12,5.987
71500,Trick 'r Treat (2007),Comedy|Horror|Thriller,,862856,23202.0,Trick 'r Treat,"Four interwoven stories that occur on Halloween: an everyday high school principal has a secret life as a serial killer; a college virgin might have just met the one guy for her; a group of teenagers pull a mean prank, and a bitter old recluse receives an uninvited guest.",2007-10-26,6.981
71518,Whip It (2009),Comedy|Drama,,1172233,22798.0,Whip It,"In Bodeen, Texas, Land Of The Dragon, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.",2009-04-09,6.732
71520,"Invention of Lying, The (2009)",Comedy,,1058017,23082.0,The Invention of Lying,"Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.",2009-10-02,6.184
71530,Surrogates (2009),Action|Sci-Fi|Thriller,,986263,19959.0,Surrogates,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",2009-09-24,6.098
71535,Zombieland (2009),Action|Comedy|Horror,Bill Murray|dark comedy|Emma Stone|funny|Jesse Eisenberg|Woody Harrelson,1156398,19908.0,Zombieland,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",2009-10-07,7.261
71550,Assassination of a High School President (2008),Comedy|Drama|Mystery,,1018818,18176.0,Assassination of a High School President,"After the theft of copies of SAT exams from a principal's office, teenage reporter Bobby Funke sets out to unmask the thief. Bobby prints an article fingering Class President Paul Moore as the thief, shredding the youth's reputation. But as Bobby gets to know Paul's girlfriend, Francesca, he comes to realize he was wrong about Paul, so he sets out to unmask the true culprit.",2008-01-17,5.759
71579,"Education, An (2009)",Drama|Romance,,1174732,24684.0,An Education,"Despite her sheltered upbringing, Jenny is a teen with a bright future; she's smart, pretty, and has aspirations of attending Oxford University. When David, a charming but much older suitor, motors into her life in a shiny automobile, Jenny gets a taste of adult life that she won't soon forget.",2009-10-29,6.929
71619,Coco Before Chanel (Coco avant Chanel) (2009),Drama,,1035736,11156.0,Coco Before Chanel,"Several years after leaving the orphanage, to which her father never returned for her, Gabrielle Chanel finds herself working in a provincial bar. She's both a seamstress for the performers and a singer, earning the nickname Coco from the song she sings nightly with her sister. A liaison with Baron Balsan gives her an entree into French society and a chance to develop her gift for designing.",2009-04-22,6.931
71640,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),Documentary,,1333634,26763.0,Burma VJ: Reporting from a Closed Country,"Going beyond the occasional news clip from Burma, the acclaimed filmmaker, Anders Østergaard, brings us close to the video journalists who deliver the footage. Though risking torture and life in jail, courageous young citizens of Burma live the essence of journalism as they insist on keeping up the flow of news from their closed country.",2008-11-12,7.2
71668,Couples Retreat (2009),Comedy|Romance,,1078940,19899.0,Couples Retreat,"Four couples, all friends, descend on a tropical island resort. Though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. They soon find, however, that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face.",2009-09-19,5.544
71732,I Sell the Dead (2008),Comedy|Horror,,902290,21910.0,I Sell the Dead,"18th century justice catches up with a pair of grave robbers. With only a few hours to go before his date with the guillotine, Arthur Blake tells his life story to Father Francis Duffy. Before long, Arthur spills the beans on how he got started in the grim corpse peddling business with seasoned ghoul Willie Grimes.",2008-08-07,6.025
71745,Where the Wild Things Are (2009),Adventure|Children|Drama|Fantasy|IMAX,,386117,16523.0,Where the Wild Things Are,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts—Ira, Carol, Douglas, the Bull, Judith and Alexander—crown him as their king, play rumpus, build forts and discover secret hideaways.",2009-10-16,6.468
71810,Legionnaire (1998),Action|Adventure|Drama|War,,126388,3513.0,Legionnaire,"Alain Lefevre is a boxer paid by a Marseille mobster to take a dive. When he wins the fight he attempts to flee to America with the mobster's girlfriend Katrina. This plan fails and he seeks escape by joining the foreign legion. As part of the legion he tangles with abusive lieutenant Steinkampf and bonds with legionnaires Luther, Mackintosh and Rosetti.",1998-12-03,5.68
71823,"New York, I Love You (2009)",Drama|Romance,,808399,12572.0,"New York, I Love You","New York, I Love You delves into the intimate lives of New Yorkers as they grapple with, delight in and search for love. Journey from the Diamond District in the heart of Manhattan, through Chinatown and the Upper East Side, towards the Village, into Tribeca, and Brooklyn as lovers of all ages try to find romance in the Big Apple.",2008-09-06,5.917
71838,Law Abiding Citizen (2009),Drama|Thriller,,1197624,22803.0,Law Abiding Citizen,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,2009-10-15,7.373
71867,"Misfortunates, The (De helaasheid der dingen) (2009)",Drama,,1075110,33806.0,The Misfortunates,"13-year-old Gunther Strobbe grows up surrounded by alcohol, trash and his completely useless father and uncles. Slowly but surely, he's being prepared for the same hapless life. Can he defy his destiny?",2009-10-07,7.217
71899,Mary and Max (2009),Animation|Comedy|Drama,bittersweet|black comedy|character study|dark comedy|friendship|loneliness|mental illness|philosophical|poignant|quirky|sad|sweet|touching,978762,24238.0,Mary and Max,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",2009-02-09,7.872
71902,Spread (2009),Drama|Romance,,1186370,19918.0,Spread,A gigolo must contend with the prospect that he has found true love.,2009-01-16,5.489
71910,"Tournament, The (2009)",Action,,471041,24056.0,The Tournament,"Every ten or seven years in an unsuspecting town, The Tournament takes place. A battle royale between 30 of the world's deadliest assassins. The last man standing receiving the $10,000,000 cash prize and the title of Worlds No 1, which itself carries the legendary million dollar a bullet price tag.",2009-05-01,5.917
71970,"Princess and the Pirate, The (1944)",Adventure|Comedy|Romance,,37193,30506.0,The Princess and the Pirate,"Princess Margaret is travelling incognito to elope with her true love instead of marrying the man her father has betrothed her to. On the high seas, her ship is attacked by pirates who know her identity and plan to kidnap her and hold her for a king's ransom.",1944-11-17,6.647
